GENE,POS_HG19,POS,TISS,FULL_TISS,TISS_STATE,STATUS,COLOR,START,STOP
KLHL13,117251302,118117339,ST,stomach,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,BL,blood,variable,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,KT,kidney_tubule,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,AD,adrenal,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,CB,cord_blood,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,BC,buffy_coat,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,SF,subcutaneous_fat,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,BU,buccal,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,HE,heart,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,LI,liver,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,HA,hair,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,LU,lung,uncalled,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,PM,PBMC,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,PA,pancreas,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,PA,pancreas,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,BS,blood_spot,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,BC,buffy_coat,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,BL,blood,variable,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,SA,saliva,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,BR,brain,uncalled,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,B1,brain10,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,HE,heart,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,CB,cord_blood,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,PM,PBMC,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,HA,hair,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,SL,spleen,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,LU,lung,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,LI,liver,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,KI,kidney,uncalled,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,MU,muscle,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,B2,brain20,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,B7,brain7,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,WB,whole_blood,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,WB,whole_blood,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,BR,brain,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,SF,subcutaneous_fat,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,OM,omentum,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,B7,brain7,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,B1,brain10,inactive,variable,turquoise3,117897813,118117340
KLHL13,117250827,118116864,ST,stomach,inactive,variable,turquoise3,117897813,118117340
KLHL13,117251302,118117339,B2,brain20,inactive,variable,turquoise3,117897813,118117340
L1CAM,153141398,153875943,SL,spleen,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,BC,buffy_coat,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,BL,blood,variable,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,SA,saliva,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,KI,kidney,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,MU,muscle,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,SF,subcutaneous_fat,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,OM,omentum,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,ST,stomach,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,HA,hair,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,HE,heart,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,PA,pancreas,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,AD,adrenal,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,PB,peripheral_blood_leukocytes,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,BU,buccal,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,LU,lung,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,LI,liver,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,PC,brain_prefrontal_cortex,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,BR,brain,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,B1,brain10,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,B2,brain20,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,B7,brain7,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,WB,whole_blood,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,PM,PBMC,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,CB,cord_blood,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,BS,blood_spot,escape,variable,turquoise3,153861514,153886173
L1CAM,153141398,153875943,KT,kidney_tubule,escape,variable,turquoise3,153861514,153886173
LAGE3,153707595,154479256,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,BU,buccal,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,BC,buffy_coat,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,BL,blood,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,SA,saliva,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,KI,kidney,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,MU,muscle,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,OM,omentum,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,ST,stomach,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,HA,hair,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,HE,heart,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,PA,pancreas,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,AD,adrenal,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,SL,spleen,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,LU,lung,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,LI,liver,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,BR,brain,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,B1,brain10,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,B2,brain20,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,B7,brain7,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,WB,whole_blood,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,PM,PBMC,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,CB,cord_blood,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,BS,blood_spot,inactive,inactive,lightsteelblue3,154477769,154479257
LAGE3,153707595,154479256,KT,kidney_tubule,inactive,inactive,lightsteelblue3,154477769,154479257
LAMP2,119603203,120469348,CB,cord_blood,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,PB,peripheral_blood_leukocytes,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,HA,hair,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,KT,kidney_tubule,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,BS,blood_spot,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,PA,pancreas,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,AD,adrenal,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,ST,stomach,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,LU,lung,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,PM,PBMC,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,OM,omentum,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,SL,spleen,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,WB,whole_blood,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,BC,buffy_coat,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,LI,liver,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,HE,heart,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,BU,buccal,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,B2,brain20,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,B7,brain7,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,SA,saliva,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,BR,brain,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,B1,brain10,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,BL,blood,variable,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,KI,kidney,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,SF,subcutaneous_fat,inactive,variable,turquoise3,120426148,120469365
LAMP2,119603203,120469348,MU,muscle,inactive,variable,turquoise3,120426148,120469365
LANCL3,37430821,37571568,ST,stomach,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,OM,omentum,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,AD,adrenal,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,BL,blood,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,LI,liver,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,SL,spleen,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,KI,kidney,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,MU,muscle,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,HA,hair,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,BS,blood_spot,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,CB,cord_blood,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,PA,pancreas,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,B2,brain20,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,KT,kidney_tubule,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,HE,heart,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,BC,buffy_coat,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,SA,saliva,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,PM,PBMC,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,B1,brain10,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,BU,buccal,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,WB,whole_blood,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,BR,brain,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,B7,brain7,inactive,inactive,lightsteelblue3,37571569,37684463
LANCL3,37430821,37571568,LU,lung,inactive,inactive,lightsteelblue3,37571569,37684463
LAS1L,64754685,65534805,PM,PBMC,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,KI,kidney,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,WB,whole_blood,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,B1,brain10,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,B7,brain7,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,PA,pancreas,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,BS,blood_spot,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,CB,cord_blood,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,SA,saliva,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,LI,liver,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,AD,adrenal,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,BC,buffy_coat,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,BU,buccal,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,HA,hair,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,B2,brain20,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,SL,spleen,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,HE,heart,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,ST,stomach,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,MU,muscle,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,LU,lung,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,OM,omentum,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,KT,kidney_tubule,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,BL,blood,inactive,inactive,lightsteelblue3,65438549,65534810
LAS1L,64754685,65534805,BR,brain,inactive,inactive,lightsteelblue3,65438549,65534810
LDOC1,140271309,141177124,LU,lung,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,LI,liver,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,BR,brain,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,B1,brain10,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,B2,brain20,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,B7,brain7,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,WB,whole_blood,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,PM,PBMC,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,CB,cord_blood,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,BS,blood_spot,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,KT,kidney_tubule,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,SL,spleen,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,AD,adrenal,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,BU,buccal,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,BC,buffy_coat,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,BL,blood,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,SA,saliva,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,KI,kidney,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,MU,muscle,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,OM,omentum,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,ST,stomach,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,HA,hair,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,HE,heart,inactive,inactive,lightsteelblue3,141111605,141177129
LDOC1,140271309,141177124,PA,pancreas,inactive,inactive,lightsteelblue3,141111605,141177129
LINC00086,134555867,135421942,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
LINC00086,134555867,135421942,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,KT,kidney_tubule,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,BU,buccal,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,BC,buffy_coat,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,BL,blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,SA,saliva,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,KI,kidney,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,MU,muscle,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,OM,omentum,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,ST,stomach,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,HA,hair,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,HE,heart,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,PA,pancreas,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,SL,spleen,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,LU,lung,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,LI,liver,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,BR,brain,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,B1,brain10,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,B2,brain20,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,B7,brain7,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,WB,whole_blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,PM,PBMC,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,CB,cord_blood,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,BS,blood_spot,inactive,inactive,lightsteelblue3,NA,NA
LINC00087,134232732,135098702,AD,adrenal,inactive,inactive,lightsteelblue3,NA,NA
LOC100129662,137794268,138712106,PB,peripheral_blood_leukocytes,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,BU,buccal,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,BC,buffy_coat,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,BL,blood,escape,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,SA,saliva,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,KI,kidney,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,MU,muscle,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,SF,subcutaneous_fat,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,OM,omentum,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,ST,stomach,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,HA,hair,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,HE,heart,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,PA,pancreas,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,AD,adrenal,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,SL,spleen,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,LU,lung,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,LI,liver,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,BR,brain,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,B1,brain10,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,B2,brain20,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,B7,brain7,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,WB,whole_blood,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,PM,PBMC,uncalled,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,CB,cord_blood,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,BS,blood_spot,inactive,variable,turquoise3,NA,NA
LOC100129662,137794268,138712106,KT,kidney_tubule,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,PA,pancreas,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,AD,adrenal,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,SL,spleen,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,LU,lung,uncalled,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,LI,liver,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,BR,brain,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,B1,brain10,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,B2,brain20,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,B7,brain7,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,WB,whole_blood,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,PM,PBMC,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,CB,cord_blood,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,BS,blood_spot,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,KT,kidney_tubule,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,PB,peripheral_blood_leukocytes,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,BU,buccal,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,BC,buffy_coat,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,BL,blood,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,SA,saliva,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,KI,kidney,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,MU,muscle,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,SF,subcutaneous_fat,inactive,variable,turquoise3,NA,NA
LOC100272228,149106765,149938547,OM,omentum,inactive,variable,turquoise3,NA,NA
